bookTitle,authorName,average_rating,num_ratings,genres
The Jane Austen Book Club,Karen Joy Fowler,3.1,"69,876",Romance
Juliet,Anne Fortier,3.91,"27,706",Horror
Babbitt,Sinclair Lewis,3.69,"23,630",Adventure
Behind the Scenes at the Museum,Kate Atkinson,3.97,"40,209",Philosophy
"If Not, Winter: Fragments of Sappho",Sappho,4.44,"17,887",Adventure
"Maisie Dobbs (Maisie Dobbs, #1)",Jacqueline Winspear,3.92,"111,049",Adventure
Hedda Gabler,Henrik Ibsen,3.82,"36,689",Fiction
Manuscript Found in Accra,Paulo Coelho,3.81,"30,085",Horror
Through the Woods,Emily Carroll,3.94,"81,846",Philosophy
"Wildcard (Warcross, #2)",Marie Lu,4.0,"54,773",Mystery
"Scott Pilgrim's Precious Little Life (Scott Pilgrim, #1)",Bryan Lee O'Malley,4.19,"201,001",Philosophy
"Dragon Bound (Elder Races, #1)",Thea Harrison,4.07,"50,740",Biography
"Inescapable (The Premonition, #1)",Amy A. Bartol,4.03,"38,037",Science Fiction
The Brooklyn Follies,Paul Auster,3.86,"28,429",Biography
Hunting Prince Dracula (Stalking Jack the Ripper #2),Kerri Maniscalco,4.21,"73,116",Biography
"Close to Home (Tracy Crosswhite, #5)",Robert Dugoni,4.31,"40,825",Mystery
Daniel Deronda,George Eliot,3.86,"25,795",Young Adult
"Heaven, Texas (Chicago Stars, #2)",Susan Elizabeth Phillips,4.04,"34,471",Nonfiction
"Gone, Baby, Gone (Kenzie & Gennaro, #4)",Dennis Lehane,4.15,"39,439",Adventure
Crooked House,Agatha Christie,4.08,"75,999",Biography
"Geisha, a Life",Mineko Iwasaki,3.92,"25,039",Fiction
"Front Desk (Front Desk, #1)",Kelly Yang,4.39,"38,808",Nonfiction
A Man for All Seasons: A Play in Two Acts,Robert Bolt,3.89,"14,090",Biography
Staying Strong: 365 Days a Year,Demi Lovato,3.86,"11,546",Science Fiction
So You've Been Publicly Shamed,Jon Ronson,3.93,"63,011",Fantasy
I Am That: Talks with Sri Nisargadatta Maharaj,Nisargadatta Maharaj,4.41,"6,550",Horror
"Happy Ever After (Bride Quartet, #4)",Nora Roberts,4.18,"60,211",Biography
"The Whole Truth (A. Shaw, #1)",David Baldacci,4.07,"38,884",Fiction
"Fallen in Love (Fallen, #3.5)",Lauren Kate,3.75,"46,156",Fiction
The Heart of the Matter,Graham Greene,3.97,"29,202",Poetry
"Transcendence (Transcendence, #1)",Shay Savage,4.03,"22,978",Historical
Ghostwritten,David Mitchell,4.05,"31,092",Thriller
My Not So Perfect Life,Sophie Kinsella,3.81,"122,632",Poetry
"The Bridge Kingdom (The Bridge Kingdom, #1)",Danielle L. Jensen,4.05,"139,197",Graphic Novel
Second Chance Summer,Morgan Matson,4.12,"53,668",Biography
A Book of Five Rings: The Classic Guide to Strategy,Miyamoto Musashi,3.98,"52,326",Fiction
The Night Watch,Sarah Waters,3.7,"31,345",Philosophy
"The Upside of Unrequited (Simonverse, #2)",Becky Albertalli,3.89,"75,217",Philosophy
"All The Young Dudes - Volume One: Years 1 - 4 (All The Young Dudes, #1)",MsKingBean89,4.69,"23,299",Horror
The Inheritance of Loss,Kiran Desai,3.45,"52,825",Historical
"The Deed of Paksenarrion (The Deed of Paksenarrion, #1-3)",Elizabeth Moon,4.32,"13,577",Graphic Novel
Hamnet,Maggie O'Farrell,4.2,"257,470",Fiction
Secret Daughter,Shilpi Somaya Gowda,4.0,"75,143",Biography
"Desire Unchained (Demonica, #2)",Larissa Ione,4.21,"34,685",Historical
"The Winter of the Witch (The Winternight Trilogy, #3)",Katherine Arden,4.49,"77,063",Poetry
Lock Every Door,Riley Sager,3.9,"212,833",Romance
"We Free the Stars (Sands of Arawiya, #2)",Hafsah Faizal,4.22,"37,163",Mystery
"Whispers at Moonrise (Shadow Falls, #4)",C.C. Hunter,4.33,"40,142",Science Fiction
"The Oath of the Vayuputras (Shiva Trilogy, #3)",Amish Tripathi,3.83,"69,475",Romance
"The Lonely Hearts Club (The Lonely Hearts Club, #1)",Elizabeth Eulberg,3.77,"27,643",Adventure
"UnSouled (Unwind, #3)",Neal Shusterman,4.23,"35,197",Romance
P.S. I Like You,Kasie West,4.04,"60,446",Romance
Moxie,Jennifer Mathieu,4.2,"32,962",Mystery
"Death's End (Remembrance of Earth’s Past, #3)",Liu Cixin,4.42,"113,421",Romance
"Touching Darkness (Midnighters, #2)",Scott Westerfeld,3.9,"19,731",Fantasy
"The Hundred Thousand Kingdoms (Inheritance, #1)",N.K. Jemisin,3.9,"74,971",Science Fiction
Lost Illusions,Honoré de Balzac,4.16,"11,187",Horror
The Last Don,Mario Puzo,3.88,"18,451",Fiction
Beautiful Boy: A Father's Journey Through His Son's Addiction,David Sheff,4.15,"89,782",Poetry
"Darkest Powers Trilogy (Darkest Powers, #1-3)",Kelley Armstrong,4.47,"15,868",Poetry
"Love Me Never (Lovely Vicious, #1)",Sara Wolf,4.01,"21,274",Biography
Looking for Alibrandi,Melina Marchetta,3.89,"24,203",Horror
"The Simple Wild (Wild, #1)",K.A. Tucker,4.31,"122,530",Graphic Novel
"Some Kind of Perfect (Calloway Sisters, #5)",Krista Ritchie,4.65,"24,443",Philosophy
Hunger Makes Me a Modern Girl,Carrie Brownstein,3.83,"35,158",Adventure
The Call of the Wild / White Fang,Jack London,4.12,"77,437",Horror
"Gregor and the Code of Claw (Underland Chronicles, #5)",Suzanne Collins,4.3,"47,582",Mystery
Hollywood,Charles Bukowski,3.81,"24,791",Fantasy
Capitães da Areia,Jorge Amado,4.35,"25,795",Poetry
Sexing the Cherry,Jeanette Winterson,3.84,"17,766",Philosophy
"Selling Scarlett (Love Inc., #1)",Ella James,3.72,"7,165",Biography
"Just One Drop (The Grey Wolves, #3)",Quinn Loftis,4.46,"18,757",Science Fiction
The Last Ark: Lost Secrets of Qumran (SNO Chronicles),Guy Morris,4.42,304,Graphic Novel
Birds Without Wings,Louis de Bernières,4.16,"15,096",Romance
Sabbath's Theater,Philip Roth,3.88,"11,107",Philosophy
"The Hollow Boy (Lockwood & Co., #3)",Jonathan Stroud,4.38,"28,915",Fiction
"Sorcery & Cecelia: or The Enchanted Chocolate Pot (Cecelia and Kate, #1)",Patricia C. Wrede,4.02,"20,495",Biography
Cracked Hearts,Linda Masemore Pirrung,4.27,123,Thriller
"My Sister, the Serial Killer",Oyinkan Braithwaite,3.67,"295,043",Biography
Notes of a Dirty Old Man,Charles Bukowski,3.93,"24,231",Biography
"Last Breath (The Morganville Vampires, #11)",Rachel Caine,4.3,"25,216",Biography
Nana,Émile Zola,3.84,"25,070",Graphic Novel
The Romanov Sisters: The Lost Lives of the Daughters of Nicholas and Alexandra,Helen Rappaport,3.88,"22,911",Horror
Crazy Love: Overwhelmed by a Relentless God,Francis Chan,4.16,"187,115",Biography
"Pani Jeziora (Saga o Wiedźminie, #5)",Andrzej Sapkowski,4.1,"82,570",Poetry
The Great Dune Trilogy,Frank Herbert,4.37,"61,347",Poetry
"Emblaze (The Violet Eden Chapters, #3)",Jessica Shirvington,4.38,"11,596",Philosophy
"Yu Yu Hakusho, Vol. 1 (Yu Yu Hakusho, #1)",Yoshihiro Togashi,4.32,"17,609",Biography
Murder O'Clock (Inspector Bee Thrillers Book 2),Phil      Hall,4.4,250,Philosophy
"Taltos (Lives of the Mayfair Witches, #3)",Anne Rice,3.82,"54,179",Graphic Novel
"Heartsick (Archie Sheridan & Gretchen Lowell, #1)",Chelsea Cain,3.93,"41,607",Romance
"In Too Deep (The 39 Clues, #6)",Jude Watson,4.03,"44,510",Romance
J R,William Gaddis,4.31,"3,407",Romance
The Contortionist's Handbook,Craig Clevenger,3.97,"10,912",Graphic Novel
Mexican Gothic,Silvia Moreno-Garcia,3.67,"357,152",Science Fiction
"Flawless (Pretty Little Liars, #2)",Sara Shepard,3.89,"82,970",Romance
"Lord Brocktree (Redwall, #13)",Brian Jacques,3.99,"50,912",Historical
"Lothaire (Immortals After Dark, #11)",Kresley Cole,4.37,"47,023",Historical
Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,Dava Sobel,3.98,"71,321",Philosophy
"Swallowing Darkness (Merry Gentry, #7)",Laurell K. Hamilton,4.17,"30,083",Adventure
"Etiquette & Espionage (Finishing School, #1)",Gail Carriger,3.83,"49,356",Romance
"Tsubasa: RESERVoir CHRoNiCLE, Vol. 01 (Tsubasa: RESERVoir CHRoNiCLE, #1)",CLAMP,4.13,"42,755",Adventure
Battlefield Earth: A Saga of the Year 3000,L. Ron Hubbard,3.54,"23,223",Nonfiction
"Divergent Series Complete Box Set (Divergent, #1-3)",Veronica Roth,4.29,"46,544",Thriller
"Entrance (Thornhill Trilogy, #1)",J.J. Sorel,4.07,"1,158",Fantasy
Kingdom Come,Mark Waid,4.26,"62,544",Fantasy
"The Assassin and the Pirate Lord (Throne of Glass, #0.1)",Sarah J. Maas,4.19,"57,492",Graphic Novel
"The Physick Book of Deliverance Dane (The Physick Book, #1)",Katherine Howe,3.72,"56,743",Fiction
The Bible: Enter Here: Bringing God's Word to Life for Today's Teens,Spencer C Demetros,4.37,509,Romance
"Corrupt (Devil's Night, #1)",Penelope Douglas,3.81,"262,811",Historical
"The Light of Eidon (Legends of the Guardian-King, #1)",Karen Hancock,3.9,"4,086",Romance
"The Obelisk Gate (The Broken Earth, #2)",N.K. Jemisin,4.3,"163,098",Fiction
"Letters to the Lost (Letters to the Lost, #1)",Brigid Kemmerer,4.32,"46,321",Poetry
"Ashes of Midnight (Midnight Breed, #6)",Lara Adrian,4.16,"25,357",Science Fiction
Peony in Love,Lisa See,3.63,"48,126",Romance
The Emperor's Soul,Brandon Sanderson,4.38,"99,628",Horror
"The Rook (The Checquy Files, #1)",Daniel O'Malley,4.1,"59,052",Philosophy
This Perfect Day,Ira Levin,3.99,"9,828",Science Fiction
The Pigeon,Patrick Süskind,3.71,"19,360",Fantasy
"The Winner's Kiss (The Winner's Trilogy, #3)",Marie Rutkoski,4.21,"50,369",Graphic Novel
Dear Evan Hansen,Val Emmich,3.88,"65,738",Science Fiction
"Pieces of Her (Andrea Oliver, #1)",Karin Slaughter,3.83,"122,293",Nonfiction
With the Old Breed: At Peleliu and Okinawa,E.B. Sledge,4.47,"41,521",Poetry
"Quintana of Charyn (Lumatere Chronicles, #3)",Melina Marchetta,4.32,"14,562",Young Adult
"My Lady Jane (The Lady Janies, #1)",Cynthia Hand,4.04,"54,308",Young Adult
Stage Fright,Diane L. Kowalyshyn,4.44,176,Science Fiction
"The Sandman, Vol. 5: A Game of You",Neil Gaiman,4.41,"66,270",Romance
"The Harlequin (Anita Blake, Vampire Hunter, #15)",Laurell K. Hamilton,3.93,"45,617",Philosophy
"Academ's Fury (Codex Alera, #2)",Jim Butcher,4.27,"70,148",Fiction
"The Magician's Land (The Magicians, #3)",Lev Grossman,4.14,"76,926",Nonfiction
Ezekiel's Eyes,John   Pease,4.39,199,Science Fiction
"Heir to Sevenwaters (Sevenwaters, #4)",Juliet Marillier,4.23,"15,298",Adventure
I Served the King of England,Bohumil Hrabal,4.07,"9,115",Graphic Novel
"The Good Daughter (Good Daughter, #1)",Karin Slaughter,4.13,"181,381",Nonfiction
Auto-da-Fé,Elias Canetti,4.02,"6,074",Young Adult
"Mortal Engines (Mortal Engines, #1)",Philip Reeve,3.76,"65,137",Self-Help
"Murder Most Unladylike (Murder Most Unladylike, #1)",Robin Stevens,4.03,"22,741",Adventure
"Fire & Blood (A Targaryen History, #1)",George R.R. Martin,4.02,"103,159",Romance
Bloodline,Sidney Sheldon,3.86,"33,755",Fiction
"Not a Penny More, Not a Penny Less",Jeffrey Archer,4.04,"43,169",Romance
"Openly Straight (Openly Straight, #1)",Bill Konigsberg,3.86,"33,296",Nonfiction
"Infected (Infected, #1)",Scott Sigler,3.84,"21,657",Fantasy
Raincheck,Marlo Lanz,4.17,492,Science Fiction
"A Crystal of Time (The School for Good and Evil: The Camelot Years, #2)",Soman Chainani,4.31,"16,959",Nonfiction
The Complete Poems,John Keats,4.25,"23,702",Historical
"By the Time You Read This, I'll Be Dead",Julie Anne Peters,3.85,"23,527",Graphic Novel
"Black: The Birth of Evil (The Circle, #1)",Ted Dekker,4.18,"34,831",Thriller
"Just for Now (Sea Breeze, #4)",Abbi Glines,4.23,"46,694",Fantasy
"Captivate (Need, #2)",Carrie Jones,3.94,"39,795",Fiction
Train to Pakistan,Khushwant Singh,3.93,"29,357",Mystery
"Rachel's Holiday (Walsh Family, #2)",Marian Keyes,4.0,"82,407",Biography
"The Selection Stories: The Prince & The Guard (The Selection, #0.5, #2.5)",Kiera Cass,3.91,"44,361",Science Fiction
"Pawn in Frankincense (The Lymond Chronicles, #4)",Dorothy Dunnett,4.62,"3,910",Fiction
"His Last Bow (Sherlock Holmes, #8)",Arthur Conan Doyle,4.24,"45,273",Adventure
"China Rich Girlfriend (Crazy Rich Asians, #2)",Kevin Kwan,3.84,"208,462",Romance
"The History of Sexuality, Volume 1: An Introduction",Michel Foucault,4.02,"23,157",Fantasy
"Ghost Road Blues (Pine Deep, #1)",Jonathan Maberry,3.78,"8,512",Young Adult
"Reaper's Property (Reapers MC, #1)",Joanna Wylde,4.06,"59,303",Poetry
"The Big Bad Wolf  (Alex Cross, #9)",James Patterson,4.03,"57,441",Young Adult
"Heir Apparent (Rasmussem Corporation, #2)",Vivian Vande Velde,4.11,"10,680",Historical
"Blindsighted (Grant County, #1)",Karin Slaughter,4.1,"99,487",Horror
Kisses from Katie,Katie Davis Majors,4.39,"33,176",Adventure
"Rebel (Legend, #4)",Marie Lu,4.08,"32,202",Graphic Novel
When Rabbit Howls,Truddi Chase,4.04,"17,463",Fantasy
"White Night (The Dresden Files, #9)",Jim Butcher,4.38,"119,535",Nonfiction
"Taken at Dusk (Shadow Falls, #3)",C.C. Hunter,4.28,"50,469",Thriller
How We Decide,Jonah Lehrer,3.84,"40,730",Fantasy
"El príncipe de la niebla (Niebla, #1)",Carlos Ruiz Zafón,3.79,"57,040",Horror
"The Innocent (Will Robie, #1)",David Baldacci,4.17,"106,303",Self-Help
"Blood Destiny (Blood Curse, #1)",Tessa Dawn,3.9,"3,496",Young Adult
"Dragon Flight (Dragon Slippers, #2)",Jessica Day George,4.2,"19,950",Thriller
"The Winter Rose (The Tea Rose, #2)",Jennifer Donnelly,4.33,"23,400",Nonfiction
Teen Idol,Meg Cabot,3.53,"24,455",Poetry
"Ender in Exile (Ender's Saga, #5)",Orson Scott Card,3.92,"50,530",Graphic Novel
Hold Still,Nina LaCour,4.0,"26,695",Self-Help
"The Sandman, Vol. 2: The Doll's House",Neil Gaiman,4.43,"105,998",Historical
"The Hypnotist (Joona Linna, #1)",Lars Kepler,3.74,"64,798",Graphic Novel
"Eeny Meeny (Helen Grace, #1)",M.J. Arlidge,3.95,"46,100",Thriller
The Forgotten Soldier,Guy Sajer,4.38,"11,197",Biography
"Africa's Child (Dancing Soul Trilogy, #1)",Maria Nhambu,4.3,"3,998",Self-Help
Radio Silence,Alice Oseman,4.19,"110,719",Thriller
Thanks for the Memories,Cecelia Ahern,3.7,"44,272",Nonfiction
"Atlantis Found (Dirk Pitt, #15)",Clive Cussler,4.02,"28,030",Poetry
"A Stroke of Midnight (Merry Gentry, #4)",Laurell K. Hamilton,4.09,"34,544",Historical
The Confession,John Grisham,3.84,"54,368",Adventure
"The Case-Book of Sherlock Holmes (Sherlock Holmes, #9)",Arthur Conan Doyle,4.13,"27,307",Graphic Novel
Letter to a Christian Nation,Sam Harris,4.0,"40,536",Fantasy
"Unspoken (The Lynburn Legacy, #1)",Sarah Rees Brennan,3.82,"31,847",Adventure
"Maybe Not (Maybe, #1.5)",Colleen Hoover,3.64,"190,239",Adventure
"Wicked (Wicked Trilogy, #1)",Jennifer L. Armentrout,3.96,"52,488",Young Adult
Are We Smart Enough to Know How Smart Animals Are?,Frans de Waal,3.96,"15,187",Thriller
The Little White Horse,Elizabeth Goudge,4.09,"13,875",Romance
"Turn Coat (The Dresden Files, #11)",Jim Butcher,4.44,"104,939",Nonfiction
How I Live Now,Meg Rosoff,3.58,"45,284",Fiction
"The Language of Thorns: Midnight Tales and Dangerous Magic (Grishaverse, #0.5, 2.5, 2.6)",Leigh Bardugo,4.29,"58,219",Fiction
In the Country of Last Things,Paul Auster,3.9,"13,944",Historical
Island,Richard Laymon,3.78,"6,839",Thriller
"Dark Side of the Moon (Dark-Hunter, #9; Were-Hunter, #3)",Sherrilyn Kenyon,4.14,"36,281",Poetry
"Creatura (Creatura, #1)",Nely Cab,3.83,"1,622",Biography
"Lockdown (Escape from Furnace, #1)",Alexander Gordon Smith,4.11,"19,914",Nonfiction
The Unwords,Non Nomen,3.64,268,Poetry
Dead Wrong: Straight Facts on the Country's Most Controversial Cover-Ups,Richard Belzer,3.65,718,Fiction
The Door in the Sky,Sandy Klein Bernstein,4.4,63,Mystery
How to Be a Perfect Girl,Mary    Williams,3.08,37,Philosophy
"Blackamoores: Africans in Tudor England, Their Presence, Status and Origins",Onyeka,4.31,99,Thriller
Death Comes as the End,Agatha Christie,3.85,"24,153",Biography
"Witch in the Woods (Witch in the Woods, #1)",Taylor Ann Bunker,4.0,197,Historical
If I Wake,Nikki Moyes,3.91,721,Self-Help
Legally Blonde,Amanda Brown,3.67,"14,171",Nonfiction
Avaland,Amy Croucher Rose,4.71,31,Biography
"The Ice Princess (Fjällbacka, #1)",Camilla Läckberg,3.76,"79,116",Poetry
The Night Land,William Hope Hodgson,3.51,"1,625",Horror
Think Fast or Die,Simon W. Clark,4.17,123,Young Adult
Night of the Crabs,Guy N. Smith,3.33,"1,022",Philosophy
The Bad Seed,William March,4.02,"18,723",Adventure
The Cellar,Richard Laymon,3.64,"8,120",Romance
Helping the Retarded to Know God,H.R. Hahn,2.9,41,Thriller
Galaxy 666,Pel Torro,1.94,35,Horror
The Manitou (Manitou #1),Graham Masterton,3.7,"4,432",Nonfiction
Last Days,Adam Nevill,3.77,"9,364",Young Adult
Tales of Unease,Arthur Conan Doyle,3.92,913,Fantasy
The Lady of the Shroud,Bram Stoker,3.06,815,Romance
The Uninhabited House,Charlotte Riddell,3.4,381,Graphic Novel
Ghouls in My Grave,Jean Ray,4.14,74,Romance
"After Dark (Silver John, #2)",Manly Wade Wellman,3.99,285,Self-Help
Japanese Gothic Tales,Kyōka Izumi,3.94,533,Self-Help
The Widow of Ratchets,Owen Brookes,3.89,36,Science Fiction
His Unconquerable Enemy and Other Horror Stories by W.C. Morrow,W.C. Morrow,3.44,16,Horror
"Diary of Skeleton Steve, the Noob Years, Season 1 (Diary of Skeleton Steve, the Noob Years #1-6)",Skeleton Steve,4.68,654,Horror
Ghosts And Scholars: Ghost Stories In The Tradition Of M.R. James,Richard Dalby,4.63,19,Poetry
"The Skeleton On Round Island: From ""Mackinac And Lake Stories"", 1899",Mary Hartwell Catherwood,0.0,0,Adventure
"Skeleton Man (Skeleton Man, #1)",Joseph Bruchac,3.82,"3,241",Historical
A Skeleton Key to Finnegans Wake: Unlocking James Joyce's Masterwork,Joseph Campbell,4.05,732,Poetry
"The Ghost at Skeleton Rock (Hardy Boys, #37)",Franklin W. Dixon,3.82,"1,768",Self-Help
Samalio Pardulus,Otto Julius Bierbaum,3.58,123,Mystery
Zanoni,Edward Bulwer-Lytton,3.89,573,Graphic Novel
Black Magic,Marjorie Bowen,3.84,157,Historical
La Vampire,Paul Féval père,3.18,56,Romance
The Shadow Of Ashlydyat,Mrs. Henry Wood,3.62,40,Adventure
Tales of Superstition and Chivalry,Anne Bannerman,4.6,10,Science Fiction
Vampire Stories,Arthur Conan Doyle,3.57,454,Fantasy
Tales of the Alhambra,Washington Irving,3.74,"4,821",Self-Help
Elizabeth,Jessica  Hamilton,3.72,"1,096",Science Fiction
"Literature and Its Writers: A Compact Introduction to Fiction, Poetry, and Drama",Ann Charters,4.06,104,Horror
Nothing Lasts Forever,Sidney Sheldon,3.87,"33,169",Historical
"Succubus Shadows (Georgina Kincaid, #5)",Richelle Mead,4.17,"24,417",Romance
"Flame in the Mist (Flame in the Mist, #1)",Renée Ahdieh,3.86,"46,107",Fiction
The Marbled Swarm,Dennis Cooper,3.44,"1,232",Horror
Manifesto of the Free People's Union,Jakub Lasak,4.47,30,Adventure
The Four Winds,Kristin Hannah,4.3,"676,649",Mystery
"The Struggle (The Vampire Diaries, #2)",L.J. Smith,3.44,"42,864",Graphic Novel
"The Mortal Instruments (The Mortal Instruments, #1-4)",Cassandra Clare,4.56,"17,027",Philosophy
The Fixer,Bernard Malamud,3.98,"11,334",Mystery
Marriage for One,Ella Maise,3.87,"94,923",Adventure
Death on the Installment Plan,Louis-Ferdinand Céline,4.21,"8,402",Fiction
"Romancing Mister Bridgerton (Bridgertons, #4)",Julia Quinn,3.91,"301,939",Science Fiction
"Underworld: Evolution (Underworld, #3)",Greg Cox,4.08,799,Graphic Novel
The Dollmaker,Harriette Simpson Arnow,4.17,"3,669",Self-Help
"Magic Kingdom for Sale/Sold (Magic Kingdom of Landover, #1)",Terry Brooks,3.91,"37,750",Science Fiction
"Falls the Shadow  (Welsh Princes, #2)",Sharon Kay Penman,4.4,"10,215",Science Fiction
Halo: The Fall of Reach,Eric S. Nylund,4.26,"30,576",Self-Help
"And Afterward, the Dark: Seven Tales",Basil Copper,3.71,55,Horror
"Alex, Approximately",Jenn Bennett,3.95,"51,239",Adventure
How to Avoid Huge Ships,John W. Trimmer,4.35,68,Romance
"Because of Low (Sea Breeze, #2)",Abbi Glines,4.12,"56,546",Graphic Novel
The Warmth of Other Suns: The Epic Story of America's Great Migration,Isabel Wilkerson,4.47,"102,247",Graphic Novel
الصوت روح,Huda Aweys,3.25,67,Thriller
Play It As It Lays,Joan Didion,3.92,"67,648",Romance
"Third Grave Dead Ahead (Charley Davidson, #3)",Darynda Jones,4.35,"45,507",Young Adult
"Akira, Vol. 1",Katsuhiro Otomo,4.4,"34,475",Self-Help
"The Cartel (Power of the Dog, #2)",Don Winslow,4.35,"34,909",Fiction
Adjustment Day,Chuck Palahniuk,3.19,"8,913",Horror
Bunny,Mona Awad,3.52,"194,566",Science Fiction
Manacled,SenLinYu,4.65,"81,267",Science Fiction
Blindness,José Saramago,4.17,"290,836",Horror
"Moominpappa at Sea (The Moomins, #8)",Tove Jansson,4.24,"10,181",Poetry
"Shards of Honour  (Vorkosigan Saga, #1)",Lois McMaster Bujold,4.07,"37,155",Philosophy
"Hidden (Marchwood Vampires, #1)",Shalini Boland,3.68,"1,988",Nonfiction
The Happiness Hypothesis: Finding Modern Truth in Ancient Wisdom,Jonathan Haidt,4.1,"39,761",Young Adult
The Miseducation of Cameron Post,Emily M. Danforth,4.07,"55,375",Historical
"Death Bringer (Skulduggery Pleasant, #6)",Derek Landy,4.48,"18,969",Romance
Forward the Foundation (Foundation: Prequel #2),Isaac Asimov,4.16,"56,394",Nonfiction
"Faithful Place (Dublin Murder Squad, #3)",Tana French,3.99,"121,180",Young Adult
The Collected Ghost Stories of E.F. Benson,E.F. Benson,4.14,"1,528",Romance
"Spin the Dawn (The Blood of Stars, #1)",Elizabeth Lim,3.98,"56,983",Nonfiction
"Females of Valor (The Viking's Kurdish Love, #2)",Widad Akreyi,4.71,95,Philosophy
"Zoroastrians' Fight for Survival (The Viking's Kurdish Love, #1)",Widad Akreyi,4.66,104,Science Fiction
"Nana, Vol. 1",Ai Yazawa,4.35,"57,062",Adventure
Coinman: An Untold Conspiracy,Pawan Mishra,3.83,259,Graphic Novel
Tintin in Tibet (Tintin #20),Hergé,4.23,"18,018",Young Adult
"Things Not Seen (Things, #1)",Andrew Clements,3.89,"26,302",Mystery
"Everneath (Everneath, #1)",Brodi Ashton,3.75,"46,319",Thriller
"Numbers (Numbers, #1)",Rachel Ward,3.48,"25,312",Horror
"The Mysterious Affair at Styles (Hercule Poirot, #1)",Agatha Christie,4.0,"425,304",Horror
Se questo è un uomo,Primo Levi,4.33,"75,387",Philosophy
"Debt of Honor (Jack Ryan, #7)",Tom Clancy,4.09,"49,076",Poetry
"Justice (New Species, #4)",Laurann Dohner,4.27,"20,835",Horror
"Thunderhead (Nora Kelly, #0A)",Douglas Preston,4.12,"30,151",Historical
"Fighting Destiny (The Fae Chronicles, #1)",Amelia Hutchins,3.97,"45,019",Young Adult
Q & A,Vikas Swarup,4.02,"35,879",Nonfiction
"Alice (The Chronicles of Alice, #1)",Christina Henry,3.85,"43,053",Self-Help
The Twilight Saga: The Official Illustrated Guide,Stephenie Meyer,4.25,"34,137",Nonfiction
Airframe,Michael Crichton,3.73,"84,542",Self-Help
"The Penderwicks on Gardam Street (The Penderwicks, #2)",Jeanne Birdsall,4.32,"23,529",Fiction
"Snuff (Discworld, #39; City Watch, #8)",Terry Pratchett,4.18,"58,490",Mystery
"She: A History of Adventure (She, #1)",H. Rider Haggard,3.57,"13,103",Horror
"Tales from Earthsea (Earthsea Cycle, #5)",Ursula K. Le Guin,4.08,"27,460",Biography
"Worlds Collide (The Land of Stories, #6)",Chris Colfer,4.5,"34,348",Adventure
Gris Ange 2014,Lucio Agustine Rosenkreutz Crăciunescu,5.0,9,Fiction
Starman Jones,Robert A. Heinlein,3.88,"8,737",Fiction
Life Among the Savages,Shirley Jackson,3.98,"8,215",Biography
Tears of the Silenced,Misty Griffin,4.28,"22,158",Philosophy
"The Cheat Code (Wisdom Revolution, #3)",Misba,4.58,"2,592",Self-Help
"Charlie and the Great Glass Elevator (Charlie Bucket, #2)",Roald Dahl,3.68,"111,739",Thriller
"While It Lasts (Sea Breeze, #3)",Abbi Glines,4.22,"57,133",Science Fiction
"Price of a Kiss (Forbidden Men, #1)",Linda Kage,4.06,"33,024",Self-Help
Without Merit,Colleen Hoover,3.7,"259,649",Young Adult
The Daughter Of Kurdland: A Life Dedicated to Humankind,Widad Akreyi,4.18,398,Romance
The Balance of Time (Time Chain #2),Steven Decker,4.24,893,Nonfiction
The Seven Spiritual Laws of Success: A Practical Guide to the Fulfillment of Your Dreams,Deepak Chopra,4.16,"74,961",Self-Help
"The Burning Land (The Saxon Stories, #5)",Bernard Cornwell,4.31,"37,292",Fiction
The Autobiography of Alice B. Toklas,Gertrude Stein,3.54,"12,640",Fantasy
"The World of Divergent: The Path to Allegiant (Divergent, #2.5)",Veronica Roth,3.93,"34,499",Historical
Tractatus Logico-Philosophicus,Ludwig Wittgenstein,4.09,"20,056",Nonfiction
"Cause of Death (Kay Scarpetta, #7)",Patricia Cornwell,3.95,"51,367",Science Fiction
"Deeper Than Midnight (Midnight Breed, #9)",Lara Adrian,4.29,"21,297",Thriller
"Immortal Matchmakers, Inc. (Immortal Matchmakers, Inc., #1)",Mimi Jean Pamfiloff,3.92,"3,616",Science Fiction
Coeur pourri de laine,Lucio Agustine Rosenkreutz Crăciunescu,5.0,9,Thriller
Night Angels,Weina Dai Randel,4.23,"15,265",Philosophy
Armor,John Steakley,4.11,"19,529",Philosophy
"Play (Stage Dive, #2)",Kylie Scott,4.25,"58,477",Mystery
"The Notebook, The Proof, The Third Lie: Three Novels",Ágota Kristóf,4.41,"29,382",Historical
"Extreme Measures (Mitch Rapp, #11)",Vince Flynn,4.33,"53,450",Biography
From a Buick 8,Stephen King,3.48,"69,353",Thriller
Sawkill Girls,Claire Legrand,3.67,"17,803",Graphic Novel
"A Little Pinprick (Rainey Paxton, #1)",Paige Dearth,4.48,"3,953",Historical
"The Sandman, Vol. 6: Fables & Reflections",Neil Gaiman,4.42,"59,110",Romance
رحلتي من الشك إلى الإيمان,مصطفى محمود,3.98,"24,017",Biography
The Complete Poems,William Blake,4.23,"11,380",Historical
The Public Burning,Robert Coover,4.02,"1,368",Self-Help
"The Rocker That Needs Me (The Rocker, #3)",Terri Anne Browning,4.27,"11,567",Fiction
